i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
14,22.0,0.549,0.50,0.70,0.37087,0.443,0.40,0.50,8.3700,6.0000,10.0000,0.26129,0.20,0.30,FuuA,27.94131,128.89324,2.79413,He3,pi-
15,22.0,0.552,0.50,0.70,0.36543,0.444,0.40,0.50,8.2974,6.0000,10.0000,0.35780,0.30,0.40,FuuA,21.49662,128.57261,2.14966,He3,pi-
16,22.0,0.554,0.50,0.70,0.36247,0.446,0.40,0.50,8.2587,6.0000,10.0000,0.49708,0.40,0.60,FuuA,12.94843,112.32790,1.29484,He3,pi-
17,22.0,0.539,0.50,0.70,0.37869,0.447,0.40,0.50,8.4186,6.0000,10.0000,0.72626,0.60,0.80,FuuA,3.99001,225.07320,0.39900,He3,pi-
18,22.0,0.517,0.50,0.70,0.43315,0.449,0.40,0.50,9.2432,6.0000,10.0000,1.03522,0.80,1.60,FuuA,0.34924,1959.07140,0.03492,He3,pi-
19,22.0,0.534,0.50,0.70,0.39553,0.542,0.50,0.60,8.7114,6.0000,10.0000,0.12884,0.10,0.20,FuuA,14.19593,225.46260,1.41959,He3,pi-
20,22.0,0.543,0.50,0.70,0.37869,0.542,0.50,0.60,8.4642,6.0000,10.0000,0.23577,0.20,0.30,FuuA,12.71294,222.34740,1.27129,He3,pi-
21,22.0,0.547,0.50,0.70,0.37074,0.543,0.50,0.60,8.3460,6.0000,10.0000,0.34566,0.30,0.40,FuuA,10.29732,158.58862,1.02973,He3,pi-
22,22.0,0.544,0.50,0.70,0.37040,0.544,0.50,0.60,8.3054,6.0000,10.0000,0.50080,0.40,0.60,FuuA,6.77302,159.42328,0.67730,He3,pi-
23,22.0,0.532,0.50,0.70,0.38863,0.544,0.50,0.60,8.5326,6.0000,10.0000,0.71098,0.60,0.80,FuuA,2.82370,265.57080,0.28237,He3,pi-
24,22.0,0.534,0.50,0.70,0.39114,0.641,0.60,0.70,8.6162,6.0000,10.0000,0.20812,0.20,0.30,FuuA,5.61486,224.68380,0.56149,He3,pi-
25,22.0,0.533,0.50,0.70,0.38675,0.639,0.60,0.70,8.5025,6.0000,10.0000,0.42314,0.40,0.60,FuuA,4.12189,222.34740,0.41219,He3,pi-
26,22.0,0.525,0.50,0.70,0.40624,0.635,0.60,0.70,8.7994,6.0000,10.0000,0.64199,0.60,0.80,FuuA,2.11418,368.37240,0.21142,He3,pi-
27,22.0,0.575,0.50,0.70,0.52382,0.323,0.30,0.35,12.4121,10.0000,20.0000,0.06942,0.00,0.10,FuuA,34.68106,158.28431,3.46811,He3,pi-
28,22.0,0.573,0.50,0.70,0.53153,0.323,0.30,0.35,12.5514,10.0000,20.0000,0.15705,0.10,0.20,FuuA,30.37093,104.97804,3.03709,He3,pi-
29,22.0,0.573,0.50,0.70,0.54455,0.323,0.30,0.35,12.8387,10.0000,20.0000,0.25149,0.20,0.30,FuuA,23.03029,99.61281,2.30303,He3,pi-
30,22.0,0.573,0.50,0.70,0.56142,0.324,0.30,0.35,13.2196,10.0000,20.0000,0.34734,0.30,0.40,FuuA,15.43304,111.25195,1.54330,He3,pi-
31,22.0,0.570,0.50,0.70,0.58310,0.324,0.30,0.35,13.6646,10.0000,20.0000,0.48010,0.40,0.60,FuuA,7.94806,105.00905,0.79481,He3,pi-
32,22.0,0.567,0.50,0.70,0.59922,0.325,0.30,0.35,13.9562,10.0000,20.0000,0.66929,0.60,0.80,FuuA,2.31295,183.75130,0.23130,He3,pi-
33,22.0,0.560,0.50,0.70,0.60825,0.325,0.30,0.35,14.0370,10.0000,20.0000,0.88834,0.80,1.60,FuuA,0.32903,436.12800,0.03290,He3,pi-
34,22.0,0.575,0.50,0.70,0.52232,0.373,0.35,0.40,12.3778,10.0000,20.0000,0.06153,0.00,0.10,FuuA,21.54551,224.95830,2.15455,He3,pi-
35,22.0,0.573,0.50,0.70,0.52856,0.373,0.35,0.40,12.4852,10.0000,20.0000,0.14959,0.10,0.20,FuuA,19.31286,129.47034,1.93129,He3,pi-
36,22.0,0.573,0.50,0.70,0.53874,0.373,0.35,0.40,12.6948,10.0000,20.0000,0.24752,0.20,0.30,FuuA,15.27103,119.14311,1.52710,He3,pi-
37,22.0,0.574,0.50,0.70,0.55216,0.374,0.35,0.40,13.0169,10.0000,20.0000,0.34394,0.30,0.40,FuuA,10.63745,129.78243,1.06375,He3,pi-
38,22.0,0.572,0.50,0.70,0.57232,0.374,0.35,0.40,13.4456,10.0000,20.0000,0.47492,0.40,0.60,FuuA,5.85099,119.50369,0.58510,He3,pi-
39,22.0,0.568,0.50,0.70,0.59440,0.374,0.35,0.40,13.8682,10.0000,20.0000,0.66873,0.60,0.80,FuuA,1.87983,182.54370,0.18798,He3,pi-
40,22.0,0.559,0.50,0.70,0.61218,0.375,0.35,0.40,14.0953,10.0000,20.0000,0.91139,0.80,1.60,FuuA,0.26060,448.19940,0.02606,He3,pi-
41,22.0,0.575,0.50,0.70,0.52220,0.442,0.40,0.50,12.3774,10.0000,20.0000,0.06139,0.00,0.10,FuuA,11.19025,224.26017,1.11903,He3,pi-
42,22.0,0.574,0.50,0.70,0.52625,0.443,0.40,0.50,12.4392,10.0000,20.0000,0.14793,0.10,0.20,FuuA,10.25744,128.59976,1.02574,He3,pi-
43,22.0,0.573,0.50,0.70,0.53421,0.443,0.40,0.50,12.5975,10.0000,20.0000,0.25092,0.20,0.30,FuuA,8.31059,106.43233,0.83106,He3,pi-
44,22.0,0.573,0.50,0.70,0.54479,0.444,0.40,0.50,12.8444,10.0000,20.0000,0.35243,0.30,0.40,FuuA,6.00233,118.84157,0.60023,He3,pi-
45,22.0,0.573,0.50,0.70,0.56268,0.446,0.40,0.50,13.2377,10.0000,20.0000,0.49110,0.40,0.60,FuuA,3.40658,100.38243,0.34066,He3,pi-
46,22.0,0.567,0.50,0.70,0.58964,0.447,0.40,0.50,13.7631,10.0000,20.0000,0.69314,0.60,0.80,FuuA,1.16023,159.60096,0.11602,He3,pi-
47,22.0,0.558,0.50,0.70,0.61649,0.450,0.40,0.50,14.1815,10.0000,20.0000,0.92773,0.80,1.60,FuuA,0.23050,307.92968,0.02305,He3,pi-
48,22.0,0.574,0.50,0.70,0.52165,0.542,0.50,0.60,12.3519,10.0000,20.0000,0.06909,0.00,0.10,FuuA,4.49120,315.41400,0.44912,He3,pi-
49,22.0,0.574,0.50,0.70,0.52449,0.543,0.50,0.60,12.4000,10.0000,20.0000,0.14755,0.10,0.20,FuuA,4.18871,223.99497,0.41887,He3,pi-
50,22.0,0.573,0.50,0.70,0.52985,0.543,0.50,0.60,12.4942,10.0000,20.0000,0.24456,0.20,0.30,FuuA,3.61218,158.95438,0.36122,He3,pi-
51,22.0,0.572,0.50,0.70,0.53821,0.544,0.50,0.60,12.6693,10.0000,20.0000,0.35457,0.30,0.40,FuuA,2.77818,158.38264,0.27782,He3,pi-
52,22.0,0.571,0.50,0.70,0.55331,0.545,0.50,0.60,13.0017,10.0000,20.0000,0.49261,0.40,0.60,FuuA,1.74623,142.53944,0.17462,He3,pi-
53,22.0,0.565,0.50,0.70,0.58205,0.546,0.50,0.60,13.5556,10.0000,20.0000,0.68713,0.60,0.80,FuuA,0.75349,183.15066,0.07535,He3,pi-
54,22.0,0.554,0.50,0.70,0.62409,0.548,0.50,0.60,14.2814,10.0000,20.0000,0.94859,0.80,1.60,FuuA,0.15808,329.43240,0.01581,He3,pi-
55,22.0,0.573,0.50,0.70,0.52433,0.642,0.60,0.70,12.3903,10.0000,20.0000,0.10956,0.10,0.20,FuuA,1.74759,320.86560,0.17476,He3,pi-
56,22.0,0.570,0.50,0.70,0.53045,0.642,0.60,0.70,12.4692,10.0000,20.0000,0.24115,0.20,0.30,FuuA,1.54510,224.53958,0.15451,He3,pi-
57,22.0,0.567,0.50,0.70,0.53989,0.642,0.60,0.70,12.6258,10.0000,20.0000,0.36938,0.30,0.40,FuuA,1.22496,225.92139,0.12250,He3,pi-
58,22.0,0.564,0.50,0.70,0.55506,0.643,0.60,0.70,12.9152,10.0000,20.0000,0.50386,0.40,0.60,FuuA,0.84796,224.67891,0.08480,He3,pi-
59,22.0,0.559,0.50,0.70,0.57679,0.643,0.60,0.70,13.3124,10.0000,20.0000,0.63882,0.60,0.80,FuuA,0.52479,316.19280,0.05248,He3,pi-
60,22.0,0.551,0.50,0.70,0.61891,0.643,0.60,0.70,14.0855,10.0000,20.0000,0.84895,0.80,1.60,FuuA,0.22049,287.66317,0.02205,He3,pi-
