i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
75,22.0,0.401,0.25,0.50,0.72101,0.324,0.30,0.35,11.8230,10.0000,20.0000,0.68152,0.60,0.80,FuuA,10.71623,87.67935,1.07162,He3,pi+
76,22.0,0.392,0.25,0.50,0.73701,0.326,0.30,0.35,11.8285,10.0000,20.0000,0.90449,0.80,1.60,FuuA,1.71349,183.62854,0.17135,He3,pi+
77,22.0,0.456,0.25,0.50,0.57980,0.373,0.35,0.40,10.8824,10.0000,20.0000,0.06233,0.00,0.10,FuuA,89.94775,224.40812,8.99478,He3,pi+
78,22.0,0.451,0.25,0.50,0.59162,0.373,0.35,0.40,10.9856,10.0000,20.0000,0.14938,0.10,0.20,FuuA,81.04345,126.77904,8.10435,He3,pi+
79,22.0,0.444,0.25,0.50,0.61357,0.373,0.35,0.40,11.2085,10.0000,20.0000,0.24816,0.20,0.30,FuuA,64.79241,101.36736,6.47924,He3,pi+
80,22.0,0.435,0.25,0.50,0.64046,0.373,0.35,0.40,11.4269,10.0000,20.0000,0.34713,0.30,0.40,FuuA,47.34753,91.26106,4.73475,He3,pi+
81,22.0,0.419,0.25,0.50,0.67741,0.374,0.35,0.40,11.6066,10.0000,20.0000,0.48879,0.40,0.60,FuuA,26.82264,67.29157,2.68226,He3,pi+
82,22.0,0.405,0.25,0.50,0.70891,0.374,0.35,0.40,11.7582,10.0000,20.0000,0.67751,0.60,0.80,FuuA,9.21094,95.59544,0.92109,He3,pi+
83,22.0,0.397,0.25,0.50,0.72997,0.375,0.35,0.40,11.8455,10.0000,20.0000,0.90478,0.80,1.60,FuuA,1.80098,166.42064,0.18010,He3,pi+
84,22.0,0.455,0.25,0.50,0.58034,0.444,0.40,0.50,10.8849,10.0000,20.0000,0.07191,0.00,0.10,FuuA,49.63460,184.77131,4.96346,He3,pi+
85,22.0,0.452,0.25,0.50,0.58965,0.444,0.40,0.50,10.9630,10.0000,20.0000,0.16092,0.10,0.20,FuuA,45.11456,118.78328,4.51146,He3,pi+
86,22.0,0.447,0.25,0.50,0.60551,0.443,0.40,0.50,11.1219,10.0000,20.0000,0.25448,0.20,0.30,FuuA,37.57061,99.38093,3.75706,He3,pi+
87,22.0,0.440,0.25,0.50,0.62586,0.443,0.40,0.50,11.3135,10.0000,20.0000,0.35059,0.30,0.40,FuuA,28.65471,87.69564,2.86547,He3,pi+
88,22.0,0.427,0.25,0.50,0.65961,0.444,0.40,0.50,11.5232,10.0000,20.0000,0.49618,0.40,0.60,FuuA,16.96199,61.59503,1.69620,He3,pi+
89,22.0,0.411,0.25,0.50,0.69414,0.447,0.40,0.50,11.6778,10.0000,20.0000,0.68641,0.60,0.80,FuuA,6.65010,79.40313,0.66501,He3,pi+
90,22.0,0.401,0.25,0.50,0.71927,0.450,0.40,0.50,11.8030,10.0000,20.0000,0.92902,0.80,1.60,FuuA,1.54014,117.04766,0.15401,He3,pi+
91,22.0,0.456,0.25,0.50,0.57845,0.544,0.50,0.60,10.8672,10.0000,20.0000,0.06411,0.00,0.10,FuuA,22.65771,307.62600,2.26577,He3,pi+
92,22.0,0.454,0.25,0.50,0.58418,0.544,0.50,0.60,10.9141,10.0000,20.0000,0.14996,0.10,0.20,FuuA,21.15605,180.85296,2.11560,He3,pi+
93,22.0,0.450,0.25,0.50,0.59548,0.544,0.50,0.60,11.0212,10.0000,20.0000,0.24921,0.20,0.30,FuuA,18.24347,140.59504,1.82435,He3,pi+
94,22.0,0.445,0.25,0.50,0.61123,0.544,0.50,0.60,11.1811,10.0000,20.0000,0.35021,0.30,0.40,FuuA,14.54890,129.11895,1.45489,He3,pi+
95,22.0,0.435,0.25,0.50,0.63908,0.544,0.50,0.60,11.4053,10.0000,20.0000,0.50256,0.40,0.60,FuuA,9.20928,85.69217,0.92093,He3,pi+
96,22.0,0.420,0.25,0.50,0.67389,0.546,0.50,0.60,11.5876,10.0000,20.0000,0.69086,0.60,0.80,FuuA,4.30870,105.07748,0.43087,He3,pi+
97,22.0,0.407,0.25,0.50,0.70432,0.549,0.50,0.60,11.7257,10.0000,20.0000,0.94837,0.80,1.60,FuuA,1.28209,115.38905,0.12821,He3,pi+
98,22.0,0.456,0.25,0.50,0.57917,0.644,0.60,0.70,10.8718,10.0000,20.0000,0.08971,0.00,0.10,FuuA,10.51918,321.25500,1.05192,He3,pi+
99,22.0,0.454,0.25,0.50,0.58333,0.644,0.60,0.70,10.9061,10.0000,20.0000,0.16767,0.10,0.20,FuuA,9.91255,310.35180,0.99125,He3,pi+
100,22.0,0.452,0.25,0.50,0.58982,0.644,0.60,0.70,10.9600,10.0000,20.0000,0.24255,0.20,0.30,FuuA,9.05006,224.68144,0.90501,He3,pi+
101,22.0,0.448,0.25,0.50,0.60039,0.644,0.60,0.70,11.0689,10.0000,20.0000,0.33802,0.30,0.40,FuuA,7.64813,183.19924,0.76481,He3,pi+
102,22.0,0.441,0.25,0.50,0.62307,0.644,0.60,0.70,11.2859,10.0000,20.0000,0.49614,0.40,0.60,FuuA,5.20222,119.27480,0.52022,He3,pi+
103,22.0,0.428,0.25,0.50,0.65568,0.645,0.60,0.70,11.5027,10.0000,20.0000,0.69699,0.60,0.80,FuuA,2.68249,129.64442,0.26825,He3,pi+
104,22.0,0.411,0.25,0.50,0.69460,0.648,0.60,0.70,11.6755,10.0000,20.0000,0.98916,0.80,1.60,FuuA,0.84789,130.21603,0.08479,He3,pi+
