i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
28,22.0,0.111,0.00,0.25,0.72597,0.545,0.50,0.60,3.2675,2.0000,4.0000,1.02048,0.80,1.60,FuuA,17.32376,67.41360,1.73238,He3,pi-
29,22.0,0.141,0.00,0.25,0.63905,0.639,0.60,0.70,3.7170,2.0000,4.0000,0.68170,0.60,0.70,FuuA,40.81978,172.11480,4.08198,He3,pi-
30,22.0,0.116,0.00,0.25,0.70987,0.644,0.60,0.70,3.3473,2.0000,4.0000,1.10469,0.80,1.60,FuuA,8.63199,97.98103,0.86320,He3,pi-
31,22.0,0.234,0.00,0.25,0.52263,0.322,0.30,0.35,5.0492,4.0000,6.0000,0.07866,0.00,0.10,FuuA,1070.01024,222.73680,107.00102,He3,pi-
32,22.0,0.227,0.00,0.25,0.53975,0.322,0.30,0.35,5.0450,4.0000,6.0000,0.12968,0.10,0.15,FuuA,1008.43038,159.66659,100.84304,He3,pi-
33,22.0,0.219,0.00,0.25,0.55452,0.322,0.30,0.35,5.0099,4.0000,6.0000,0.17930,0.15,0.20,FuuA,938.36708,98.86849,93.83671,He3,pi-
34,22.0,0.213,0.00,0.25,0.56798,0.322,0.30,0.35,4.9778,4.0000,6.0000,0.22897,0.20,0.25,FuuA,847.61024,83.05423,84.76102,He3,pi-
35,22.0,0.208,0.00,0.25,0.58013,0.322,0.30,0.35,4.9543,4.0000,6.0000,0.27659,0.25,0.30,FuuA,745.48079,69.23231,74.54808,He3,pi-
36,22.0,0.204,0.00,0.25,0.59189,0.322,0.30,0.35,4.9387,4.0000,6.0000,0.32540,0.30,0.35,FuuA,633.21568,61.33678,63.32157,He3,pi-
37,22.0,0.200,0.00,0.25,0.60328,0.323,0.30,0.35,4.9269,4.0000,6.0000,0.37431,0.35,0.40,FuuA,522.29864,57.06744,52.22986,He3,pi-
38,22.0,0.196,0.00,0.25,0.61533,0.323,0.30,0.35,4.9166,4.0000,6.0000,0.42498,0.40,0.45,FuuA,415.27688,52.90365,41.52769,He3,pi-
39,22.0,0.192,0.00,0.25,0.62799,0.323,0.30,0.35,4.9058,4.0000,6.0000,0.47519,0.45,0.50,FuuA,321.46601,55.11376,32.14660,He3,pi-
40,22.0,0.188,0.00,0.25,0.64078,0.323,0.30,0.35,4.8962,4.0000,6.0000,0.52426,0.50,0.55,FuuA,243.49901,55.47236,24.34990,He3,pi-
41,22.0,0.184,0.00,0.25,0.65326,0.323,0.30,0.35,4.8833,4.0000,6.0000,0.57399,0.55,0.60,FuuA,179.01413,59.62112,17.90141,He3,pi-
42,22.0,0.179,0.00,0.25,0.66930,0.324,0.30,0.35,4.8613,4.0000,6.0000,0.64606,0.60,0.70,FuuA,110.86933,48.12168,11.08693,He3,pi-
43,22.0,0.174,0.00,0.25,0.68650,0.324,0.30,0.35,4.8420,4.0000,6.0000,0.74652,0.70,0.80,FuuA,50.88154,63.67392,5.08815,He3,pi-
44,22.0,0.169,0.00,0.25,0.70318,0.325,0.30,0.35,4.8217,4.0000,6.0000,0.90598,0.80,1.60,FuuA,14.74938,72.40517,1.47494,He3,pi-
45,22.0,0.234,0.00,0.25,0.52347,0.373,0.35,0.40,5.0470,4.0000,6.0000,0.09395,0.00,0.10,FuuA,665.12334,227.02020,66.51233,He3,pi-
46,22.0,0.227,0.00,0.25,0.53794,0.372,0.35,0.40,5.0446,4.0000,6.0000,0.14243,0.10,0.15,FuuA,629.59645,230.13540,62.95964,He3,pi-
47,22.0,0.223,0.00,0.25,0.54713,0.372,0.35,0.40,5.0251,4.0000,6.0000,0.17816,0.15,0.20,FuuA,598.86967,159.42542,59.88697,He3,pi-
48,22.0,0.217,0.00,0.25,0.55806,0.372,0.35,0.40,4.9951,4.0000,6.0000,0.22341,0.20,0.25,FuuA,553.12934,113.48975,55.31293,He3,pi-
49,22.0,0.212,0.00,0.25,0.56971,0.373,0.35,0.40,4.9702,4.0000,6.0000,0.27530,0.25,0.30,FuuA,489.53077,89.89926,48.95308,He3,pi-
50,22.0,0.208,0.00,0.25,0.58071,0.373,0.35,0.40,4.9506,4.0000,6.0000,0.32543,0.30,0.35,FuuA,422.91466,84.55136,42.29147,He3,pi-
51,22.0,0.204,0.00,0.25,0.59106,0.373,0.35,0.40,4.9375,4.0000,6.0000,0.37432,0.35,0.40,FuuA,356.72625,74.97900,35.67263,He3,pi-
52,22.0,0.200,0.00,0.25,0.60182,0.373,0.35,0.40,4.9260,4.0000,6.0000,0.42548,0.40,0.45,FuuA,290.42092,70.18542,29.04209,He3,pi-
53,22.0,0.197,0.00,0.25,0.61207,0.373,0.35,0.40,4.9166,4.0000,6.0000,0.47454,0.45,0.50,FuuA,232.41734,72.59281,23.24173,He3,pi-
54,22.0,0.193,0.00,0.25,0.62258,0.373,0.35,0.40,4.9097,4.0000,6.0000,0.52320,0.50,0.55,FuuA,181.70682,69.82854,18.17068,He3,pi-
55,22.0,0.190,0.00,0.25,0.63367,0.373,0.35,0.40,4.9001,4.0000,6.0000,0.57299,0.55,0.60,FuuA,137.92852,73.96907,13.79285,He3,pi-
56,22.0,0.185,0.00,0.25,0.65013,0.374,0.35,0.40,4.8847,4.0000,6.0000,0.64683,0.60,0.70,FuuA,88.61882,55.94631,8.86188,He3,pi-
57,22.0,0.179,0.00,0.25,0.67007,0.374,0.35,0.40,4.8580,4.0000,6.0000,0.74878,0.70,0.80,FuuA,43.66117,70.77045,4.36612,He3,pi-
58,22.0,0.172,0.00,0.25,0.69177,0.375,0.35,0.40,4.8341,4.0000,6.0000,0.91872,0.80,1.60,FuuA,13.51281,73.16238,1.35128,He3,pi-
59,22.0,0.235,0.00,0.25,0.51959,0.441,0.40,0.50,5.0415,4.0000,6.0000,0.09787,0.00,0.10,FuuA,363.47689,225.07320,36.34769,He3,pi-
60,22.0,0.228,0.00,0.25,0.53694,0.441,0.40,0.50,5.0452,4.0000,6.0000,0.16557,0.15,0.20,FuuA,336.38866,155.55300,33.63887,He3,pi-
61,22.0,0.222,0.00,0.25,0.54970,0.441,0.40,0.50,5.0180,4.0000,6.0000,0.22316,0.20,0.25,FuuA,308.65565,113.63106,30.86557,He3,pi-
62,22.0,0.216,0.00,0.25,0.56064,0.441,0.40,0.50,4.9898,4.0000,6.0000,0.27592,0.25,0.30,FuuA,278.92485,99.84697,27.89248,He3,pi-
63,22.0,0.212,0.00,0.25,0.57065,0.441,0.40,0.50,4.9675,4.0000,6.0000,0.32750,0.30,0.35,FuuA,245.59453,83.14158,24.55945,He3,pi-
64,22.0,0.208,0.00,0.25,0.57960,0.441,0.40,0.50,4.9514,4.0000,6.0000,0.37634,0.35,0.40,FuuA,212.41402,82.73845,21.24140,He3,pi-
65,22.0,0.205,0.00,0.25,0.58849,0.442,0.40,0.50,4.9388,4.0000,6.0000,0.42574,0.40,0.45,FuuA,179.31483,70.62549,17.93148,He3,pi-
66,22.0,0.201,0.00,0.25,0.59754,0.442,0.40,0.50,4.9280,4.0000,6.0000,0.47758,0.45,0.50,FuuA,146.51260,70.58707,14.65126,He3,pi-
67,22.0,0.199,0.00,0.25,0.60597,0.442,0.40,0.50,4.9192,4.0000,6.0000,0.52650,0.50,0.55,FuuA,118.49647,71.02012,11.84965,He3,pi-
68,22.0,0.196,0.00,0.25,0.61476,0.443,0.40,0.50,4.9114,4.0000,6.0000,0.57592,0.55,0.60,FuuA,93.56431,69.72443,9.35643,He3,pi-
69,22.0,0.192,0.00,0.25,0.62821,0.444,0.40,0.50,4.9021,4.0000,6.0000,0.65019,0.60,0.70,FuuA,63.41413,52.61951,6.34141,He3,pi-
70,22.0,0.186,0.00,0.25,0.64624,0.445,0.40,0.50,4.8862,4.0000,6.0000,0.74784,0.70,0.80,FuuA,35.26287,61.84686,3.52629,He3,pi-
71,22.0,0.178,0.00,0.25,0.67375,0.449,0.40,0.50,4.8527,4.0000,6.0000,0.93560,0.80,1.60,FuuA,11.91172,52.35728,1.19117,He3,pi-
72,22.0,0.233,0.00,0.25,0.52433,0.541,0.50,0.60,5.0427,4.0000,6.0000,0.14140,0.10,0.15,FuuA,149.07679,221.17920,14.90768,He3,pi-
73,22.0,0.227,0.00,0.25,0.53900,0.541,0.50,0.60,5.0412,4.0000,6.0000,0.21515,0.20,0.25,FuuA,136.52266,227.02020,13.65227,He3,pi-
74,22.0,0.222,0.00,0.25,0.54891,0.541,0.50,0.60,5.0163,4.0000,6.0000,0.27011,0.25,0.30,FuuA,125.85454,157.32038,12.58545,He3,pi-
75,22.0,0.218,0.00,0.25,0.55753,0.541,0.50,0.60,4.9927,4.0000,6.0000,0.32180,0.30,0.35,FuuA,114.49831,157.08116,11.44983,He3,pi-
76,22.0,0.214,0.00,0.25,0.56518,0.542,0.50,0.60,4.9747,4.0000,6.0000,0.36893,0.35,0.40,FuuA,103.01180,132.75946,10.30118,He3,pi-
77,22.0,0.210,0.00,0.25,0.57360,0.542,0.50,0.60,4.9574,4.0000,6.0000,0.42309,0.40,0.45,FuuA,89.36400,112.03145,8.93640,He3,pi-
78,22.0,0.207,0.00,0.25,0.58166,0.542,0.50,0.60,4.9457,4.0000,6.0000,0.47807,0.45,0.50,FuuA,75.46507,110.72798,7.54651,He3,pi-
79,22.0,0.204,0.00,0.25,0.58888,0.543,0.50,0.60,4.9346,4.0000,6.0000,0.52775,0.50,0.55,FuuA,63.65805,112.03042,6.36581,He3,pi-
80,22.0,0.202,0.00,0.25,0.59562,0.543,0.50,0.60,4.9252,4.0000,6.0000,0.57357,0.55,0.60,FuuA,53.62241,114.13483,5.36224,He3,pi-
81,22.0,0.198,0.00,0.25,0.60607,0.544,0.50,0.60,4.9158,4.0000,6.0000,0.64807,0.60,0.70,FuuA,39.37602,74.66657,3.93760,He3,pi-
82,22.0,0.193,0.00,0.25,0.62130,0.545,0.50,0.60,4.9032,4.0000,6.0000,0.75218,0.70,0.80,FuuA,23.89721,80.67948,2.38972,He3,pi-
83,22.0,0.184,0.00,0.25,0.65340,0.548,0.50,0.60,4.8728,4.0000,6.0000,0.97749,0.80,1.60,FuuA,8.23048,59.13324,0.82305,He3,pi-
84,22.0,0.231,0.00,0.25,0.52958,0.642,0.60,0.70,5.0429,4.0000,6.0000,0.19873,0.15,0.20,FuuA,61.06134,224.68380,6.10613,He3,pi-
85,22.0,0.223,0.00,0.25,0.54623,0.641,0.60,0.70,5.0210,4.0000,6.0000,0.30135,0.30,0.35,FuuA,53.71286,228.96720,5.37129,He3,pi-
86,22.0,0.219,0.00,0.25,0.55424,0.642,0.60,0.70,4.9993,4.0000,6.0000,0.35787,0.35,0.40,FuuA,48.90169,228.18840,4.89017,He3,pi-
87,22.0,0.215,0.00,0.25,0.56273,0.642,0.60,0.70,4.9775,4.0000,6.0000,0.41997,0.40,0.45,FuuA,43.14625,161.90426,4.31462,He3,pi-
88,22.0,0.212,0.00,0.25,0.56998,0.642,0.60,0.70,4.9624,4.0000,6.0000,0.47206,0.45,0.50,FuuA,38.14662,224.68380,3.81466,He3,pi-
89,22.0,0.209,0.00,0.25,0.57588,0.643,0.60,0.70,4.9534,4.0000,6.0000,0.51905,0.50,0.55,FuuA,33.59054,156.94728,3.35905,He3,pi-
90,22.0,0.206,0.00,0.25,0.58327,0.643,0.60,0.70,4.9376,4.0000,6.0000,0.57629,0.55,0.60,FuuA,28.42107,158.01414,2.84211,He3,pi-
91,22.0,0.203,0.00,0.25,0.59285,0.643,0.60,0.70,4.9246,4.0000,6.0000,0.65400,0.60,0.70,FuuA,21.91678,113.56433,2.19168,He3,pi-
92,22.0,0.199,0.00,0.25,0.60511,0.644,0.60,0.70,4.9118,4.0000,6.0000,0.75810,0.70,0.80,FuuA,14.64919,112.14034,1.46492,He3,pi-
93,22.0,0.188,0.00,0.25,0.63757,0.646,0.60,0.70,4.8824,4.0000,6.0000,1.02279,0.80,1.60,FuuA,5.18190,70.94127,0.51819,He3,pi-
94,22.0,0.241,0.00,0.25,0.63314,0.321,0.30,0.35,6.2873,6.0000,10.0000,0.20794,0.20,0.25,FuuA,505.58908,232.47180,50.55891,He3,pi-
95,22.0,0.237,0.00,0.25,0.65370,0.321,0.30,0.35,6.3912,6.0000,10.0000,0.26849,0.25,0.30,FuuA,410.99444,227.02020,41.09944,He3,pi-
96,22.0,0.234,0.00,0.25,0.66916,0.322,0.30,0.35,6.4637,6.0000,10.0000,0.31744,0.30,0.35,FuuA,338.92162,155.69415,33.89216,He3,pi-
97,22.0,0.231,0.00,0.25,0.68408,0.322,0.30,0.35,6.5188,6.0000,10.0000,0.37179,0.35,0.40,FuuA,267.72660,133.03503,26.77266,He3,pi-
98,22.0,0.229,0.00,0.25,0.69554,0.322,0.30,0.35,6.5515,6.0000,10.0000,0.42262,0.40,0.45,FuuA,209.87798,128.85650,20.98780,He3,pi-
99,22.0,0.227,0.00,0.25,0.70567,0.322,0.30,0.35,6.5902,6.0000,10.0000,0.47545,0.45,0.50,FuuA,158.02833,113.53976,15.80283,He3,pi-
100,22.0,0.226,0.00,0.25,0.71263,0.323,0.30,0.35,6.6149,6.0000,10.0000,0.52547,0.50,0.55,FuuA,117.60290,132.98248,11.76029,He3,pi-
101,22.0,0.225,0.00,0.25,0.71607,0.323,0.30,0.35,6.6276,6.0000,10.0000,0.57177,0.55,0.60,FuuA,87.77494,128.61526,8.77749,He3,pi-
102,22.0,0.224,0.00,0.25,0.72076,0.323,0.30,0.35,6.6451,6.0000,10.0000,0.64861,0.60,0.70,FuuA,52.20500,99.77088,5.22050,He3,pi-
103,22.0,0.223,0.00,0.25,0.72702,0.324,0.30,0.35,6.6705,6.0000,10.0000,0.74089,0.70,0.80,FuuA,24.76537,158.87258,2.47654,He3,pi-
104,22.0,0.221,0.00,0.25,0.73584,0.325,0.30,0.35,6.7006,6.0000,10.0000,0.88091,0.80,1.60,FuuA,8.51999,138.45120,0.85200,He3,pi-
105,22.0,0.240,0.00,0.25,0.63751,0.371,0.35,0.40,6.3097,6.0000,10.0000,0.25613,0.25,0.30,FuuA,285.65478,221.17920,28.56548,He3,pi-
106,22.0,0.236,0.00,0.25,0.65966,0.372,0.35,0.40,6.4218,6.0000,10.0000,0.33156,0.30,0.35,FuuA,217.02029,238.31280,21.70203,He3,pi-
107,22.0,0.234,0.00,0.25,0.67150,0.372,0.35,0.40,6.4751,6.0000,10.0000,0.37378,0.35,0.40,FuuA,182.62659,223.51560,18.26266,He3,pi-
108,22.0,0.231,0.00,0.25,0.68386,0.372,0.35,0.40,6.5192,6.0000,10.0000,0.42576,0.40,0.45,FuuA,145.56186,156.22990,14.55619,He3,pi-
109,22.0,0.229,0.00,0.25,0.69536,0.373,0.35,0.40,6.5505,6.0000,10.0000,0.48405,0.45,0.50,FuuA,109.81775,157.85970,10.98177,He3,pi-
110,22.0,0.227,0.00,0.25,0.70406,0.373,0.35,0.40,6.5792,6.0000,10.0000,0.53523,0.50,0.55,FuuA,83.31607,164.07309,8.33161,He3,pi-
111,22.0,0.226,0.00,0.25,0.71077,0.373,0.35,0.40,6.6048,6.0000,10.0000,0.58514,0.55,0.60,FuuA,62.14873,161.86984,6.21487,He3,pi-
112,22.0,0.225,0.00,0.25,0.71644,0.373,0.35,0.40,6.6278,6.0000,10.0000,0.65741,0.60,0.70,FuuA,39.46818,129.50572,3.94682,He3,pi-
113,22.0,0.224,0.00,0.25,0.72096,0.374,0.35,0.40,6.6445,6.0000,10.0000,0.75477,0.70,0.80,FuuA,19.64075,155.96953,1.96407,He3,pi-
114,22.0,0.222,0.00,0.25,0.73079,0.375,0.35,0.40,6.6805,6.0000,10.0000,0.92178,0.80,1.60,FuuA,5.65845,158.59189,0.56584,He3,pi-
115,22.0,0.241,0.00,0.25,0.63300,0.437,0.40,0.50,6.2868,6.0000,10.0000,0.28155,0.25,0.30,FuuA,156.60218,223.90500,15.66022,He3,pi-
116,22.0,0.237,0.00,0.25,0.65282,0.439,0.40,0.50,6.3864,6.0000,10.0000,0.36214,0.35,0.40,FuuA,118.81995,237.14460,11.88199,He3,pi-
117,22.0,0.235,0.00,0.25,0.66769,0.439,0.40,0.50,6.4564,6.0000,10.0000,0.42721,0.40,0.45,FuuA,92.14146,160.07455,9.21415,He3,pi-
118,22.0,0.232,0.00,0.25,0.67909,0.440,0.40,0.50,6.5029,6.0000,10.0000,0.48001,0.45,0.50,FuuA,73.09729,219.62160,7.30973,He3,pi-
119,22.0,0.231,0.00,0.25,0.68738,0.441,0.40,0.50,6.5269,6.0000,10.0000,0.52572,0.50,0.55,FuuA,59.09183,157.63282,5.90918,He3,pi-
120,22.0,0.229,0.00,0.25,0.69623,0.442,0.40,0.50,6.5516,6.0000,10.0000,0.58190,0.55,0.60,FuuA,44.50532,158.59722,4.45053,He3,pi-
121,22.0,0.227,0.00,0.25,0.70554,0.443,0.40,0.50,6.5849,6.0000,10.0000,0.65033,0.60,0.70,FuuA,30.52154,131.96831,3.05215,He3,pi-
122,22.0,0.225,0.00,0.25,0.71337,0.445,0.40,0.50,6.6160,6.0000,10.0000,0.74224,0.70,0.80,FuuA,17.38226,130.78531,1.73823,He3,pi-
123,22.0,0.224,0.00,0.25,0.72284,0.448,0.40,0.50,6.6497,6.0000,10.0000,0.93598,0.80,1.60,FuuA,5.45904,113.01442,0.54590,He3,pi-
124,22.0,0.239,0.00,0.25,0.64087,0.539,0.50,0.60,6.3257,6.0000,10.0000,0.38634,0.35,0.40,FuuA,53.51414,221.17920,5.35141,He3,pi-
125,22.0,0.235,0.00,0.25,0.66548,0.541,0.50,0.60,6.4453,6.0000,10.0000,0.51252,0.50,0.55,FuuA,34.05664,234.02940,3.40566,He3,pi-
126,22.0,0.232,0.00,0.25,0.67899,0.542,0.50,0.60,6.5010,6.0000,10.0000,0.59081,0.55,0.60,FuuA,24.55349,224.68380,2.45535,He3,pi-
127,22.0,0.230,0.00,0.25,0.68925,0.543,0.50,0.60,6.5332,6.0000,10.0000,0.66164,0.60,0.70,FuuA,17.79066,227.02020,1.77907,He3,pi-
128,22.0,0.228,0.00,0.25,0.69825,0.543,0.50,0.60,6.5579,6.0000,10.0000,0.73020,0.70,0.80,FuuA,12.64819,227.79900,1.26482,He3,pi-
129,22.0,0.225,0.00,0.25,0.71429,0.547,0.50,0.60,6.6160,6.0000,10.0000,0.95157,0.80,1.60,FuuA,4.54462,121.42456,0.45446,He3,pi-
130,22.0,0.237,0.00,0.25,0.65090,0.641,0.60,0.70,6.3735,6.0000,10.0000,0.51969,0.50,0.55,FuuA,17.26057,223.12620,1.72606,He3,pi-
131,22.0,0.231,0.00,0.25,0.68292,0.642,0.60,0.70,6.5136,6.0000,10.0000,0.73187,0.70,0.80,FuuA,7.73935,225.07320,0.77394,He3,pi-
132,22.0,0.226,0.00,0.25,0.70915,0.646,0.60,0.70,6.5938,6.0000,10.0000,1.03382,0.80,1.60,FuuA,2.13685,165.13979,0.21369,He3,pi-
