i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
63,11,0.103,0.00,0.25,0.61047,0.524,0.50,0.55,1.2647,1.0000,1.5000,0.42513,0.40,0.45,FuuA,1415.43683,38.54329,141.54368,He3,pi+
64,11,0.100,0.00,0.25,0.62805,0.524,0.50,0.55,1.2563,1.0000,1.5000,0.47431,0.45,0.50,FuuA,1196.56214,39.13638,119.65621,He3,pi+
65,11,0.097,0.00,0.25,0.64275,0.524,0.50,0.55,1.2491,1.0000,1.5000,0.52288,0.50,0.55,FuuA,999.04075,38.96793,99.90408,He3,pi+
66,11,0.095,0.00,0.25,0.65483,0.524,0.50,0.55,1.2447,1.0000,1.5000,0.57433,0.55,0.60,FuuA,810.70997,38.93730,81.07100,He3,pi+
67,11,0.093,0.00,0.25,0.66801,0.524,0.50,0.55,1.2402,1.0000,1.5000,0.64741,0.60,0.70,FuuA,586.87358,31.76597,58.68736,He3,pi+
68,11,0.092,0.00,0.25,0.67830,0.524,0.50,0.55,1.2370,1.0000,1.5000,0.74408,0.70,0.80,FuuA,361.15453,36.36695,36.11545,He3,pi+
69,11,0.089,0.00,0.25,0.69459,0.525,0.50,0.55,1.2305,1.0000,1.5000,0.91814,0.80,1.60,FuuA,146.82607,30.98652,14.68261,He3,pi+
70,11,0.146,0.00,0.25,0.46559,0.574,0.55,0.60,1.3875,1.0000,1.5000,0.05784,0.00,0.10,FuuA,1984.14772,123.82920,198.41477,He3,pi+
71,11,0.140,0.00,0.25,0.48254,0.574,0.55,0.60,1.3673,1.0000,1.5000,0.11976,0.10,0.15,FuuA,1915.68254,86.18241,191.56825,He3,pi+
72,11,0.131,0.00,0.25,0.50491,0.573,0.55,0.60,1.3415,1.0000,1.5000,0.17664,0.15,0.20,FuuA,1819.64961,70.34632,181.96496,He3,pi+
73,11,0.124,0.00,0.25,0.52581,0.574,0.55,0.60,1.3199,1.0000,1.5000,0.23028,0.20,0.25,FuuA,1696.90269,60.54178,169.69027,He3,pi+
74,11,0.119,0.00,0.25,0.54301,0.574,0.55,0.60,1.3053,1.0000,1.5000,0.27669,0.25,0.30,FuuA,1569.43593,61.26397,156.94359,He3,pi+
75,11,0.115,0.00,0.25,0.56039,0.574,0.55,0.60,1.2923,1.0000,1.5000,0.32385,0.30,0.35,FuuA,1426.36616,49.62419,142.63662,He3,pi+
76,11,0.110,0.00,0.25,0.57984,0.574,0.55,0.60,1.2800,1.0000,1.5000,0.37677,0.35,0.40,FuuA,1256.81478,45.94873,125.68148,He3,pi+
77,11,0.106,0.00,0.25,0.59794,0.574,0.55,0.60,1.2703,1.0000,1.5000,0.42791,0.40,0.45,FuuA,1092.10650,45.83021,109.21065,He3,pi+
78,11,0.102,0.00,0.25,0.61458,0.574,0.55,0.60,1.2617,1.0000,1.5000,0.47632,0.45,0.50,FuuA,941.66759,45.51162,94.16676,He3,pi+
79,11,0.100,0.00,0.25,0.62935,0.574,0.55,0.60,1.2548,1.0000,1.5000,0.52393,0.50,0.55,FuuA,802.17307,45.46716,80.21731,He3,pi+
80,11,0.097,0.00,0.25,0.64309,0.574,0.55,0.60,1.2487,1.0000,1.5000,0.57513,0.55,0.60,FuuA,665.30294,43.20656,66.53029,He3,pi+
81,11,0.095,0.00,0.25,0.65822,0.574,0.55,0.60,1.2430,1.0000,1.5000,0.64863,0.60,0.70,FuuA,496.25115,35.23189,49.62511,He3,pi+
82,11,0.092,0.00,0.25,0.67335,0.574,0.55,0.60,1.2377,1.0000,1.5000,0.74485,0.70,0.80,FuuA,321.37171,39.05028,32.13717,He3,pi+
83,11,0.088,0.00,0.25,0.69495,0.575,0.55,0.60,1.2279,1.0000,1.5000,0.94132,0.80,1.60,FuuA,129.60610,30.67007,12.96061,He3,pi+
84,11,0.188,0.00,0.25,0.45372,0.324,0.30,0.35,1.7277,1.5000,2.0000,0.06568,0.00,0.10,FuuA,7883.49666,27.08243,788.34967,He3,pi+
85,11,0.177,0.00,0.25,0.48782,0.324,0.30,0.35,1.7280,1.5000,2.0000,0.12690,0.10,0.15,FuuA,7089.27972,26.75155,708.92797,He3,pi+
86,11,0.166,0.00,0.25,0.52276,0.324,0.30,0.35,1.7274,1.5000,2.0000,0.17580,0.15,0.20,FuuA,6286.67893,24.98172,628.66789,He3,pi+
87,11,0.158,0.00,0.25,0.55208,0.324,0.30,0.35,1.7250,1.5000,2.0000,0.22474,0.20,0.25,FuuA,5468.81984,23.12649,546.88198,He3,pi+
88,11,0.152,0.00,0.25,0.57400,0.324,0.30,0.35,1.7224,1.5000,2.0000,0.27463,0.25,0.30,FuuA,4655.21671,22.78275,465.52167,He3,pi+
89,11,0.148,0.00,0.25,0.58939,0.324,0.30,0.35,1.7204,1.5000,2.0000,0.32485,0.30,0.35,FuuA,3873.26774,23.04751,387.32677,He3,pi+
90,11,0.146,0.00,0.25,0.59916,0.324,0.30,0.35,1.7182,1.5000,2.0000,0.37450,0.35,0.40,FuuA,3156.56300,24.65433,315.65630,He3,pi+
91,11,0.145,0.00,0.25,0.60421,0.324,0.30,0.35,1.7157,1.5000,2.0000,0.42436,0.40,0.45,FuuA,2510.79460,25.62306,251.07946,He3,pi+
92,11,0.146,0.00,0.25,0.60019,0.324,0.30,0.35,1.7122,1.5000,2.0000,0.47523,0.45,0.50,FuuA,1948.94144,27.95185,194.89414,He3,pi+
93,11,0.148,0.00,0.25,0.59226,0.324,0.30,0.35,1.7109,1.5000,2.0000,0.52557,0.50,0.55,FuuA,1479.57073,30.06140,147.95707,He3,pi+
94,11,0.147,0.00,0.25,0.59689,0.325,0.30,0.35,1.7150,1.5000,2.0000,0.57517,0.55,0.60,FuuA,1079.48310,33.98471,107.94831,He3,pi+
95,11,0.140,0.00,0.25,0.62004,0.326,0.30,0.35,1.7218,1.5000,2.0000,0.64296,0.60,0.70,FuuA,672.73148,32.79214,67.27315,He3,pi+
96,11,0.128,0.00,0.25,0.66964,0.329,0.30,0.35,1.7244,1.5000,2.0000,0.74084,0.70,0.80,FuuA,307.05875,61.48897,30.70588,He3,pi+
97,11,0.117,0.00,0.25,0.72134,0.334,0.30,0.35,1.7237,1.5000,2.0000,0.84013,0.80,1.60,FuuA,122.09776,157.31760,12.20978,He3,pi+
98,11,0.189,0.00,0.25,0.45155,0.374,0.35,0.40,1.7270,1.5000,2.0000,0.06605,0.00,0.10,FuuA,5358.73546,32.26060,535.87355,He3,pi+
99,11,0.181,0.00,0.25,0.47573,0.374,0.35,0.40,1.7279,1.5000,2.0000,0.12571,0.10,0.15,FuuA,4909.78218,32.42766,490.97822,He3,pi+
100,11,0.172,0.00,0.25,0.50534,0.374,0.35,0.40,1.7274,1.5000,2.0000,0.17527,0.15,0.20,FuuA,4405.47522,28.37815,440.54752,He3,pi+
101,11,0.163,0.00,0.25,0.53519,0.374,0.35,0.40,1.7264,1.5000,2.0000,0.22594,0.20,0.25,FuuA,3856.00396,27.43079,385.60040,He3,pi+
102,11,0.156,0.00,0.25,0.55826,0.374,0.35,0.40,1.7241,1.5000,2.0000,0.27527,0.25,0.30,FuuA,3328.30678,26.82646,332.83068,He3,pi+
103,11,0.152,0.00,0.25,0.57545,0.374,0.35,0.40,1.7219,1.5000,2.0000,0.32443,0.30,0.35,FuuA,2823.18222,26.98029,282.31822,He3,pi+
104,11,0.149,0.00,0.25,0.58842,0.374,0.35,0.40,1.7201,1.5000,2.0000,0.37451,0.35,0.40,FuuA,2338.48425,27.37031,233.84842,He3,pi+
105,11,0.146,0.00,0.25,0.59735,0.374,0.35,0.40,1.7179,1.5000,2.0000,0.42400,0.40,0.45,FuuA,1901.25827,29.85410,190.12583,He3,pi+
106,11,0.146,0.00,0.25,0.60217,0.374,0.35,0.40,1.7161,1.5000,2.0000,0.47348,0.45,0.50,FuuA,1513.39510,31.01893,151.33951,He3,pi+
107,11,0.146,0.00,0.25,0.60147,0.374,0.35,0.40,1.7131,1.5000,2.0000,0.52520,0.50,0.55,FuuA,1168.22809,33.62760,116.82281,He3,pi+
108,11,0.148,0.00,0.25,0.59411,0.374,0.35,0.40,1.7105,1.5000,2.0000,0.57462,0.55,0.60,FuuA,894.93106,38.72773,89.49311,He3,pi+
109,11,0.148,0.00,0.25,0.59413,0.375,0.35,0.40,1.7135,1.5000,2.0000,0.64525,0.60,0.70,FuuA,586.02113,30.40883,58.60211,He3,pi+
110,11,0.140,0.00,0.25,0.62047,0.376,0.35,0.40,1.7215,1.5000,2.0000,0.74386,0.70,0.80,FuuA,288.61792,46.53342,28.86179,He3,pi+
111,11,0.127,0.00,0.25,0.67238,0.379,0.35,0.40,1.7235,1.5000,2.0000,0.85985,0.80,1.60,FuuA,115.38642,77.66372,11.53864,He3,pi+
112,11,0.190,0.00,0.25,0.44970,0.424,0.40,0.45,1.7267,1.5000,2.0000,0.06565,0.00,0.10,FuuA,3706.71277,38.78100,370.67128,He3,pi+
113,11,0.183,0.00,0.25,0.46813,0.424,0.40,0.45,1.7268,1.5000,2.0000,0.12522,0.10,0.15,FuuA,3443.35106,38.03741,344.33511,He3,pi+
114,11,0.176,0.00,0.25,0.49127,0.424,0.40,0.45,1.7273,1.5000,2.0000,0.17429,0.15,0.20,FuuA,3131.44735,33.69442,313.14474,He3,pi+
115,11,0.167,0.00,0.25,0.51853,0.424,0.40,0.45,1.7268,1.5000,2.0000,0.22424,0.20,0.25,FuuA,2781.74600,32.33494,278.17460,He3,pi+
116,11,0.160,0.00,0.25,0.54295,0.424,0.40,0.45,1.7255,1.5000,2.0000,0.27492,0.25,0.30,FuuA,2421.24825,30.57795,242.12483,He3,pi+
117,11,0.155,0.00,0.25,0.56233,0.424,0.40,0.45,1.7231,1.5000,2.0000,0.32596,0.30,0.35,FuuA,2070.68744,30.85745,207.06874,He3,pi+
118,11,0.151,0.00,0.25,0.57689,0.424,0.40,0.45,1.7212,1.5000,2.0000,0.37564,0.35,0.40,FuuA,1746.65053,31.94152,174.66505,He3,pi+
119,11,0.149,0.00,0.25,0.58780,0.424,0.40,0.45,1.7198,1.5000,2.0000,0.42454,0.40,0.45,FuuA,1449.81508,33.35044,144.98151,He3,pi+
120,11,0.147,0.00,0.25,0.59567,0.424,0.40,0.45,1.7181,1.5000,2.0000,0.47350,0.45,0.50,FuuA,1181.55569,35.28691,118.15557,He3,pi+
121,11,0.146,0.00,0.25,0.60068,0.424,0.40,0.45,1.7160,1.5000,2.0000,0.52456,0.50,0.55,FuuA,936.05866,36.68479,93.60587,He3,pi+
122,11,0.146,0.00,0.25,0.60212,0.424,0.40,0.45,1.7143,1.5000,2.0000,0.57447,0.55,0.60,FuuA,730.17651,43.03029,73.01765,He3,pi+
123,11,0.148,0.00,0.25,0.59424,0.424,0.40,0.45,1.7107,1.5000,2.0000,0.64428,0.60,0.70,FuuA,506.21703,33.68401,50.62170,He3,pi+
124,11,0.146,0.00,0.25,0.59846,0.425,0.40,0.45,1.7145,1.5000,2.0000,0.74425,0.70,0.80,FuuA,272.77027,41.13861,27.27703,He3,pi+
125,11,0.135,0.00,0.25,0.63776,0.427,0.40,0.45,1.7221,1.5000,2.0000,0.88081,0.80,1.60,FuuA,106.14261,56.04550,10.61426,He3,pi+
126,11,0.190,0.00,0.25,0.44808,0.474,0.45,0.50,1.7265,1.5000,2.0000,0.06621,0.00,0.10,FuuA,2579.18849,45.86582,257.91885,He3,pi+
127,11,0.185,0.00,0.25,0.46391,0.474,0.45,0.50,1.7263,1.5000,2.0000,0.12762,0.10,0.15,FuuA,2412.84402,43.08125,241.28440,He3,pi+
128,11,0.179,0.00,0.25,0.48235,0.474,0.45,0.50,1.7268,1.5000,2.0000,0.17628,0.15,0.20,FuuA,2220.41355,40.81581,222.04136,He3,pi+
129,11,0.171,0.00,0.25,0.50566,0.474,0.45,0.50,1.7267,1.5000,2.0000,0.22568,0.20,0.25,FuuA,1996.73211,36.82855,199.67321,He3,pi+
130,11,0.164,0.00,0.25,0.52945,0.474,0.45,0.50,1.7259,1.5000,2.0000,0.27629,0.25,0.30,FuuA,1759.09517,36.62417,175.90952,He3,pi+
131,11,0.159,0.00,0.25,0.54920,0.474,0.45,0.50,1.7242,1.5000,2.0000,0.32514,0.30,0.35,FuuA,1532.89128,36.45209,153.28913,He3,pi+
132,11,0.155,0.00,0.25,0.56474,0.474,0.45,0.50,1.7222,1.5000,2.0000,0.37378,0.35,0.40,FuuA,1318.05630,36.72894,131.80563,He3,pi+
133,11,0.151,0.00,0.25,0.57742,0.474,0.45,0.50,1.7207,1.5000,2.0000,0.42469,0.40,0.45,FuuA,1106.72176,36.27055,110.67218,He3,pi+
134,11,0.149,0.00,0.25,0.58753,0.474,0.45,0.50,1.7192,1.5000,2.0000,0.47492,0.45,0.50,FuuA,914.77896,40.28909,91.47790,He3,pi+
135,11,0.147,0.00,0.25,0.59473,0.474,0.45,0.50,1.7179,1.5000,2.0000,0.52527,0.50,0.55,FuuA,742.81590,40.28119,74.28159,He3,pi+
136,11,0.146,0.00,0.25,0.59983,0.474,0.45,0.50,1.7159,1.5000,2.0000,0.57633,0.55,0.60,FuuA,590.35239,46.14910,59.03524,He3,pi+
137,11,0.146,0.00,0.25,0.60185,0.474,0.45,0.50,1.7138,1.5000,2.0000,0.64784,0.60,0.70,FuuA,417.76119,36.68599,41.77612,He3,pi+
138,11,0.146,0.00,0.25,0.59978,0.474,0.45,0.50,1.7101,1.5000,2.0000,0.74492,0.70,0.80,FuuA,245.56647,46.50003,24.55665,He3,pi+
139,11,0.138,0.00,0.25,0.62545,0.476,0.45,0.50,1.7159,1.5000,2.0000,0.89354,0.80,1.60,FuuA,102.62491,45.86825,10.26249,He3,pi+
140,11,0.191,0.00,0.25,0.44663,0.524,0.50,0.55,1.7259,1.5000,2.0000,0.06581,0.00,0.10,FuuA,1823.32583,54.71091,182.33258,He3,pi+
141,11,0.186,0.00,0.25,0.45990,0.524,0.50,0.55,1.7260,1.5000,2.0000,0.12775,0.10,0.15,FuuA,1718.91984,49.98877,171.89198,He3,pi+
142,11,0.181,0.00,0.25,0.47535,0.524,0.50,0.55,1.7265,1.5000,2.0000,0.17784,0.15,0.20,FuuA,1594.46994,46.71465,159.44699,He3,pi+
143,11,0.175,0.00,0.25,0.49533,0.524,0.50,0.55,1.7264,1.5000,2.0000,0.22764,0.20,0.25,FuuA,1447.80866,43.02471,144.78087,He3,pi+
144,11,0.168,0.00,0.25,0.51765,0.524,0.50,0.55,1.7255,1.5000,2.0000,0.27779,0.25,0.30,FuuA,1291.72877,42.64232,129.17288,He3,pi+
145,11,0.162,0.00,0.25,0.53677,0.524,0.50,0.55,1.7247,1.5000,2.0000,0.32521,0.30,0.35,FuuA,1142.72181,43.44609,114.27218,He3,pi+
146,11,0.157,0.00,0.25,0.55362,0.524,0.50,0.55,1.7231,1.5000,2.0000,0.37396,0.35,0.40,FuuA,994.43432,40.79954,99.44343,He3,pi+
147,11,0.154,0.00,0.25,0.56712,0.524,0.50,0.55,1.7215,1.5000,2.0000,0.42374,0.40,0.45,FuuA,851.91024,43.25193,85.19102,He3,pi+
148,11,0.151,0.00,0.25,0.57780,0.524,0.50,0.55,1.7203,1.5000,2.0000,0.47349,0.45,0.50,FuuA,718.92314,43.20016,71.89231,He3,pi+
149,11,0.149,0.00,0.25,0.58701,0.524,0.50,0.55,1.7185,1.5000,2.0000,0.52455,0.50,0.55,FuuA,594.53316,45.95563,59.45332,He3,pi+
150,11,0.147,0.00,0.25,0.59425,0.524,0.50,0.55,1.7178,1.5000,2.0000,0.57468,0.55,0.60,FuuA,484.93864,49.58316,48.49386,He3,pi+
151,11,0.145,0.00,0.25,0.60365,0.524,0.50,0.55,1.7159,1.5000,2.0000,0.64954,0.60,0.70,FuuA,349.24289,38.80197,34.92429,He3,pi+
152,11,0.141,0.00,0.25,0.61384,0.524,0.50,0.55,1.7124,1.5000,2.0000,0.75237,0.70,0.80,FuuA,208.65206,49.35211,20.86521,He3,pi+
153,11,0.135,0.00,0.25,0.63324,0.525,0.50,0.55,1.7113,1.5000,2.0000,0.92454,0.80,1.60,FuuA,84.69878,46.24996,8.46988,He3,pi+
154,11,0.191,0.00,0.25,0.44590,0.574,0.55,0.60,1.7256,1.5000,2.0000,0.06897,0.00,0.10,FuuA,1303.32556,61.51679,130.33256,He3,pi+
155,11,0.187,0.00,0.25,0.45695,0.574,0.55,0.60,1.7258,1.5000,2.0000,0.12919,0.10,0.15,FuuA,1237.80650,61.94875,123.78065,He3,pi+
