i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
222,11,0.178,0.00,0.25,0.61328,0.475,0.45,0.50,2.1965,2.0000,2.5000,0.74408,0.70,0.80,FuuA,66.33843,349.78880,9.95076,He3,K-
223,11,0.174,0.00,0.25,0.62446,0.476,0.45,0.50,2.2017,2.0000,2.5000,0.90875,0.80,1.60,FuuA,25.00487,335.95398,3.75073,He3,K-
224,11,0.210,0.00,0.25,0.51513,0.525,0.50,0.55,2.2065,2.0000,2.5000,0.06307,0.00,0.10,FuuA,529.43430,423.61866,79.41515,He3,K-
225,11,0.205,0.00,0.25,0.52862,0.525,0.50,0.55,2.2093,2.0000,2.5000,0.12492,0.10,0.15,FuuA,499.83665,348.30851,74.97550,He3,K-
226,11,0.200,0.00,0.25,0.54484,0.525,0.50,0.55,2.2112,2.0000,2.5000,0.17411,0.15,0.20,FuuA,466.14423,339.55848,69.92163,He3,K-
227,11,0.194,0.00,0.25,0.56193,0.525,0.50,0.55,2.2096,2.0000,2.5000,0.22247,0.20,0.25,FuuA,429.36253,288.26780,64.40438,He3,K-
228,11,0.189,0.00,0.25,0.57655,0.525,0.50,0.55,2.2093,2.0000,2.5000,0.27232,0.25,0.30,FuuA,388.44418,285.93908,58.26663,He3,K-
229,11,0.185,0.00,0.25,0.58838,0.525,0.50,0.55,2.2078,2.0000,2.5000,0.32575,0.30,0.35,FuuA,343.59746,251.34930,51.53962,He3,K-
230,11,0.182,0.00,0.25,0.59830,0.525,0.50,0.55,2.2058,2.0000,2.5000,0.37953,0.35,0.40,FuuA,298.19733,276.13301,44.72960,He3,K-
231,11,0.180,0.00,0.25,0.60599,0.525,0.50,0.55,2.2047,2.0000,2.5000,0.42973,0.40,0.45,FuuA,256.56164,274.24495,38.48425,He3,K-
232,11,0.178,0.00,0.25,0.61229,0.525,0.50,0.55,2.2024,2.0000,2.5000,0.47753,0.45,0.50,FuuA,219.00507,311.14709,32.85076,He3,K-
233,11,0.176,0.00,0.25,0.61701,0.525,0.50,0.55,2.2002,2.0000,2.5000,0.52423,0.50,0.55,FuuA,184.92675,305.74837,27.73901,He3,K-
234,11,0.176,0.00,0.25,0.61965,0.525,0.50,0.55,2.1985,2.0000,2.5000,0.57825,0.55,0.60,FuuA,149.43603,307.69198,22.41540,He3,K-
235,11,0.175,0.00,0.25,0.62059,0.526,0.50,0.55,2.1956,2.0000,2.5000,0.64508,0.60,0.70,FuuA,111.97377,304.52585,16.79607,He3,K-
236,11,0.176,0.00,0.25,0.61891,0.526,0.50,0.55,2.1959,2.0000,2.5000,0.74119,0.70,0.80,FuuA,70.34928,301.78191,10.55239,He3,K-
237,11,0.171,0.00,0.25,0.63070,0.526,0.50,0.55,2.1979,2.0000,2.5000,0.93438,0.80,1.60,FuuA,25.06234,307.22781,3.75935,He3,K-
238,11,0.210,0.00,0.25,0.51482,0.575,0.55,0.60,2.2076,2.0000,2.5000,0.07620,0.00,0.10,FuuA,443.32427,349.00207,66.49864,He3,K-
239,11,0.207,0.00,0.25,0.52466,0.575,0.55,0.60,2.2096,2.0000,2.5000,0.12851,0.10,0.15,FuuA,424.00197,484.41360,63.60029,He3,K-
240,11,0.202,0.00,0.25,0.53838,0.575,0.55,0.60,2.2116,2.0000,2.5000,0.17549,0.15,0.20,FuuA,398.76778,277.67409,59.81517,He3,K-
241,11,0.197,0.00,0.25,0.55386,0.575,0.55,0.60,2.2116,2.0000,2.5000,0.22494,0.20,0.25,FuuA,369.10441,337.23446,55.36566,He3,K-
242,11,0.192,0.00,0.25,0.56750,0.575,0.55,0.60,2.2107,2.0000,2.5000,0.26910,0.25,0.30,FuuA,340.64478,271.03928,51.09672,He3,K-
243,11,0.188,0.00,0.25,0.57970,0.575,0.55,0.60,2.2095,2.0000,2.5000,0.31932,0.30,0.35,FuuA,307.13804,267.50321,46.07071,He3,K-
244,11,0.185,0.00,0.25,0.58928,0.575,0.55,0.60,2.2082,2.0000,2.5000,0.36881,0.35,0.40,FuuA,273.71480,263.23625,41.05722,He3,K-
245,11,0.182,0.00,0.25,0.59744,0.575,0.55,0.60,2.2067,2.0000,2.5000,0.41955,0.40,0.45,FuuA,239.61065,261.31908,35.94160,He3,K-
246,11,0.180,0.00,0.25,0.60437,0.575,0.55,0.60,2.2057,2.0000,2.5000,0.47310,0.45,0.50,FuuA,204.77686,259.30739,30.71653,He3,K-
247,11,0.179,0.00,0.25,0.60994,0.576,0.55,0.60,2.2045,2.0000,2.5000,0.52156,0.50,0.55,FuuA,174.92317,317.68073,26.23848,He3,K-
248,11,0.177,0.00,0.25,0.61393,0.576,0.55,0.60,2.2031,2.0000,2.5000,0.56508,0.55,0.60,FuuA,150.12618,312.38151,22.51893,He3,K-
249,11,0.176,0.00,0.25,0.61931,0.576,0.55,0.60,2.2004,2.0000,2.5000,0.64585,0.60,0.70,FuuA,110.30955,219.66450,16.54643,He3,K-
250,11,0.174,0.00,0.25,0.62447,0.576,0.55,0.60,2.1986,2.0000,2.5000,0.75791,0.70,0.80,FuuA,66.70262,308.79463,10.00539,He3,K-
251,11,0.168,0.00,0.25,0.64187,0.576,0.55,0.60,2.1970,2.0000,2.5000,0.94542,0.80,1.60,FuuA,27.16310,277.98829,4.07446,He3,K-
