i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
26,22.0,0.283,0.25,0.50,0.48286,0.548,0.50,0.60,5.5968,4.0000,6.0000,0.68809,0.60,0.80,FuuA,22.51407,111.58057,2.25141,He3,pi-
27,22.0,0.283,0.25,0.50,0.48307,0.550,0.50,0.60,5.6054,4.0000,6.0000,0.94093,0.80,1.60,FuuA,6.20413,167.07704,0.62041,He3,pi-
28,22.0,0.298,0.25,0.50,0.46030,0.643,0.60,0.70,5.6079,4.0000,6.0000,0.09172,0.00,0.10,FuuA,45.80868,224.68380,4.58087,He3,pi-
29,22.0,0.298,0.25,0.50,0.46045,0.643,0.60,0.70,5.6190,4.0000,6.0000,0.17243,0.10,0.20,FuuA,42.81404,223.90500,4.28140,He3,pi-
30,22.0,0.297,0.25,0.50,0.46208,0.643,0.60,0.70,5.6200,4.0000,6.0000,0.25343,0.20,0.30,FuuA,38.86121,158.87258,3.88612,He3,pi-
31,22.0,0.295,0.25,0.50,0.46557,0.644,0.60,0.70,5.6137,4.0000,6.0000,0.34459,0.30,0.40,FuuA,33.61523,159.15079,3.36152,He3,pi-
32,22.0,0.289,0.25,0.50,0.47238,0.644,0.60,0.70,5.5981,4.0000,6.0000,0.50071,0.40,0.60,FuuA,23.75175,100.25252,2.37517,He3,pi-
33,22.0,0.284,0.25,0.50,0.48022,0.646,0.60,0.70,5.5888,4.0000,6.0000,0.69214,0.60,0.80,FuuA,12.75095,158.04292,1.27510,He3,pi-
34,22.0,0.281,0.25,0.50,0.48513,0.648,0.60,0.70,5.5983,4.0000,6.0000,0.92617,0.80,1.60,FuuA,4.91229,158.98290,0.49123,He3,pi-
35,22.0,0.384,0.25,0.50,0.47144,0.323,0.30,0.35,7.3892,6.0000,10.0000,0.06679,0.00,0.10,FuuA,318.96337,59.70929,31.89634,He3,pi-
36,22.0,0.374,0.25,0.50,0.48830,0.323,0.30,0.35,7.4266,6.0000,10.0000,0.15414,0.10,0.20,FuuA,288.20698,37.67470,28.82070,He3,pi-
37,22.0,0.360,0.25,0.50,0.51351,0.323,0.30,0.35,7.4806,6.0000,10.0000,0.25056,0.20,0.30,FuuA,234.17175,33.48377,23.41717,He3,pi-
38,22.0,0.346,0.25,0.50,0.53913,0.323,0.30,0.35,7.5378,6.0000,10.0000,0.34853,0.30,0.40,FuuA,170.57433,34.78332,17.05743,He3,pi-
39,22.0,0.333,0.25,0.50,0.56618,0.324,0.30,0.35,7.6239,6.0000,10.0000,0.48603,0.40,0.60,FuuA,91.22894,30.48265,9.12289,He3,pi-
40,22.0,0.326,0.25,0.50,0.58807,0.325,0.30,0.35,7.7224,6.0000,10.0000,0.67603,0.60,0.80,FuuA,26.46012,53.99912,2.64601,He3,pi-
41,22.0,0.326,0.25,0.50,0.59258,0.325,0.30,0.35,7.7519,6.0000,10.0000,0.89341,0.80,1.60,FuuA,4.56029,109.96292,0.45603,He3,pi-
42,22.0,0.384,0.25,0.50,0.47062,0.373,0.35,0.40,7.3835,6.0000,10.0000,0.06763,0.00,0.10,FuuA,198.55368,74.41715,19.85537,He3,pi-
43,22.0,0.377,0.25,0.50,0.48372,0.373,0.35,0.40,7.4146,6.0000,10.0000,0.15451,0.10,0.20,FuuA,180.96193,47.46028,18.09619,He3,pi-
44,22.0,0.365,0.25,0.50,0.50443,0.373,0.35,0.40,7.4579,6.0000,10.0000,0.25013,0.20,0.30,FuuA,150.51853,41.09620,15.05185,He3,pi-
45,22.0,0.352,0.25,0.50,0.52756,0.373,0.35,0.40,7.5058,6.0000,10.0000,0.34815,0.30,0.40,FuuA,113.54251,41.71649,11.35425,He3,pi-
46,22.0,0.338,0.25,0.50,0.55498,0.374,0.35,0.40,7.5819,6.0000,10.0000,0.48883,0.40,0.60,FuuA,64.23882,35.08455,6.42388,He3,pi-
47,22.0,0.328,0.25,0.50,0.58055,0.374,0.35,0.40,7.6770,6.0000,10.0000,0.67977,0.60,0.80,FuuA,21.08042,57.67174,2.10804,He3,pi-
48,22.0,0.325,0.25,0.50,0.59287,0.375,0.35,0.40,7.7445,6.0000,10.0000,0.90091,0.80,1.60,FuuA,4.24562,105.99806,0.42456,He3,pi-
49,22.0,0.385,0.25,0.50,0.46910,0.443,0.40,0.50,7.3780,6.0000,10.0000,0.06610,0.00,0.10,FuuA,105.11243,74.56048,10.51124,He3,pi-
50,22.0,0.379,0.25,0.50,0.47928,0.443,0.40,0.50,7.3966,6.0000,10.0000,0.15441,0.10,0.20,FuuA,97.23466,45.06899,9.72347,He3,pi-
51,22.0,0.369,0.25,0.50,0.49562,0.443,0.40,0.50,7.4335,6.0000,10.0000,0.25076,0.20,0.30,FuuA,82.59693,39.29015,8.25969,He3,pi-
52,22.0,0.358,0.25,0.50,0.51496,0.444,0.40,0.50,7.4723,6.0000,10.0000,0.34944,0.30,0.40,FuuA,64.52544,37.85132,6.45254,He3,pi-
53,22.0,0.344,0.25,0.50,0.54093,0.445,0.40,0.50,7.5347,6.0000,10.0000,0.49105,0.40,0.60,FuuA,39.39791,31.33427,3.93979,He3,pi-
54,22.0,0.332,0.25,0.50,0.56787,0.447,0.40,0.50,7.6206,6.0000,10.0000,0.68247,0.60,0.80,FuuA,15.24327,44.67998,1.52433,He3,pi-
55,22.0,0.325,0.25,0.50,0.58792,0.451,0.40,0.50,7.7111,6.0000,10.0000,0.92070,0.80,1.60,FuuA,3.50539,73.75831,0.35054,He3,pi-
56,22.0,0.385,0.25,0.50,0.46870,0.543,0.50,0.60,7.3653,6.0000,10.0000,0.06795,0.00,0.10,FuuA,43.57660,112.52880,4.35766,He3,pi-
57,22.0,0.381,0.25,0.50,0.47537,0.543,0.50,0.60,7.3783,6.0000,10.0000,0.15494,0.10,0.20,FuuA,40.89657,70.36496,4.08966,He3,pi-
58,22.0,0.374,0.25,0.50,0.48727,0.543,0.50,0.60,7.4074,6.0000,10.0000,0.25215,0.20,0.30,FuuA,35.77416,57.62530,3.57742,He3,pi-
59,22.0,0.365,0.25,0.50,0.50223,0.544,0.50,0.60,7.4382,6.0000,10.0000,0.35204,0.30,0.40,FuuA,29.24353,55.49086,2.92435,He3,pi-
60,22.0,0.352,0.25,0.50,0.52546,0.545,0.50,0.60,7.4873,6.0000,10.0000,0.49437,0.40,0.60,FuuA,19.63102,42.90247,1.96310,He3,pi-
61,22.0,0.338,0.25,0.50,0.55250,0.546,0.50,0.60,7.5620,6.0000,10.0000,0.69002,0.60,0.80,FuuA,9.05709,54.37801,0.90571,He3,pi-
62,22.0,0.326,0.25,0.50,0.58102,0.549,0.50,0.60,7.6622,6.0000,10.0000,0.95148,0.80,1.60,FuuA,2.47140,76.56561,0.24714,He3,pi-
63,22.0,0.384,0.25,0.50,0.46864,0.643,0.60,0.70,7.3551,6.0000,10.0000,0.07457,0.00,0.10,FuuA,18.08670,159.27971,1.80867,He3,pi-
64,22.0,0.381,0.25,0.50,0.47313,0.643,0.60,0.70,7.3637,6.0000,10.0000,0.15934,0.10,0.20,FuuA,17.13330,112.72352,1.71333,He3,pi-
65,22.0,0.376,0.25,0.50,0.48255,0.643,0.60,0.70,7.3859,6.0000,10.0000,0.25525,0.20,0.30,FuuA,15.39863,84.93191,1.53986,He3,pi-
66,22.0,0.369,0.25,0.50,0.49431,0.643,0.60,0.70,7.4154,6.0000,10.0000,0.35380,0.30,0.40,FuuA,13.07873,84.90536,1.30787,He3,pi-
67,22.0,0.358,0.25,0.50,0.51364,0.644,0.60,0.70,7.4528,6.0000,10.0000,0.49589,0.40,0.60,FuuA,9.47701,59.80904,0.94770,He3,pi-
68,22.0,0.343,0.25,0.50,0.54154,0.645,0.60,0.70,7.5173,6.0000,10.0000,0.69353,0.60,0.80,FuuA,5.08467,71.05524,0.50847,He3,pi-
69,22.0,0.324,0.25,0.50,0.57981,0.647,0.60,0.70,7.6325,6.0000,10.0000,0.97453,0.80,1.60,FuuA,1.64707,86.01897,0.16471,He3,pi-
70,22.0,0.455,0.25,0.50,0.58139,0.323,0.30,0.35,10.8919,10.0000,20.0000,0.06069,0.00,0.10,FuuA,92.84952,226.31746,9.28495,He3,pi-
71,22.0,0.449,0.25,0.50,0.59755,0.323,0.30,0.35,11.0398,10.0000,20.0000,0.15233,0.10,0.20,FuuA,82.01461,119.28387,8.20146,He3,pi-
72,22.0,0.440,0.25,0.50,0.62502,0.323,0.30,0.35,11.3039,10.0000,20.0000,0.25216,0.20,0.30,FuuA,63.72343,99.89219,6.37234,He3,pi-
73,22.0,0.428,0.25,0.50,0.65699,0.323,0.30,0.35,11.5126,10.0000,20.0000,0.35049,0.30,0.40,FuuA,45.58182,87.41095,4.55818,He3,pi-
74,22.0,0.412,0.25,0.50,0.69320,0.323,0.30,0.35,11.6706,10.0000,20.0000,0.49193,0.40,0.60,FuuA,24.29026,69.15131,2.42903,He3,pi-
75,22.0,0.400,0.25,0.50,0.72153,0.324,0.30,0.35,11.8179,10.0000,20.0000,0.67807,0.60,0.80,FuuA,7.34426,111.05388,0.73443,He3,pi-
76,22.0,0.392,0.25,0.50,0.73733,0.325,0.30,0.35,11.8306,10.0000,20.0000,0.88705,0.80,1.60,FuuA,1.38883,203.80460,0.13888,He3,pi-
77,22.0,0.456,0.25,0.50,0.57960,0.373,0.35,0.40,10.8769,10.0000,20.0000,0.05486,0.00,0.10,FuuA,57.48263,319.30800,5.74826,He3,pi-
78,22.0,0.451,0.25,0.50,0.59092,0.373,0.35,0.40,10.9733,10.0000,20.0000,0.14338,0.10,0.20,FuuA,52.09394,156.75100,5.20939,He3,pi-
79,22.0,0.444,0.25,0.50,0.61490,0.373,0.35,0.40,11.2116,10.0000,20.0000,0.25233,0.20,0.30,FuuA,40.89075,118.50730,4.08907,He3,pi-
80,22.0,0.434,0.25,0.50,0.64244,0.373,0.35,0.40,11.4290,10.0000,20.0000,0.35152,0.30,0.40,FuuA,29.86869,121.24721,2.98687,He3,pi-
81,22.0,0.418,0.25,0.50,0.67790,0.373,0.35,0.40,11.6011,10.0000,20.0000,0.48794,0.40,0.60,FuuA,17.28933,84.08328,1.72893,He3,pi-
82,22.0,0.405,0.25,0.50,0.70929,0.374,0.35,0.40,11.7448,10.0000,20.0000,0.67401,0.60,0.80,FuuA,6.05121,120.21792,0.60512,He3,pi-
83,22.0,0.396,0.25,0.50,0.73072,0.375,0.35,0.40,11.8318,10.0000,20.0000,0.89718,0.80,1.60,FuuA,1.23183,200.03899,0.12318,He3,pi-
84,22.0,0.456,0.25,0.50,0.57929,0.443,0.40,0.50,10.8748,10.0000,20.0000,0.05533,0.00,0.10,FuuA,29.96638,311.13060,2.99664,He3,pi-
85,22.0,0.452,0.25,0.50,0.58864,0.443,0.40,0.50,10.9506,10.0000,20.0000,0.15170,0.10,0.20,FuuA,27.26857,142.94615,2.72686,He3,pi-
86,22.0,0.447,0.25,0.50,0.60533,0.443,0.40,0.50,11.1172,10.0000,20.0000,0.25235,0.20,0.30,FuuA,22.53660,133.10876,2.25366,He3,pi-
87,22.0,0.440,0.25,0.50,0.62603,0.442,0.40,0.50,11.3077,10.0000,20.0000,0.34883,0.30,0.40,FuuA,17.26479,111.67518,1.72648,He3,pi-
88,22.0,0.426,0.25,0.50,0.66093,0.443,0.40,0.50,11.5229,10.0000,20.0000,0.49817,0.40,0.60,FuuA,10.11237,79.19750,1.01124,He3,pi-
89,22.0,0.410,0.25,0.50,0.69632,0.446,0.40,0.50,11.6739,10.0000,20.0000,0.69451,0.60,0.80,FuuA,3.84043,101.77747,0.38404,He3,pi-
90,22.0,0.400,0.25,0.50,0.72135,0.449,0.40,0.50,11.8009,10.0000,20.0000,0.94274,0.80,1.60,FuuA,0.81766,159.66170,0.08177,He3,pi-
91,22.0,0.455,0.25,0.50,0.57971,0.542,0.50,0.60,10.8727,10.0000,20.0000,0.08602,0.00,0.10,FuuA,11.91499,316.97160,1.19150,He3,pi-
92,22.0,0.453,0.25,0.50,0.58480,0.543,0.50,0.60,10.9108,10.0000,20.0000,0.15816,0.10,0.20,FuuA,11.18290,323.59140,1.11829,He3,pi-
93,22.0,0.450,0.25,0.50,0.59545,0.543,0.50,0.60,11.0153,10.0000,20.0000,0.24644,0.20,0.30,FuuA,9.74599,183.86110,0.97460,He3,pi-
94,22.0,0.445,0.25,0.50,0.61173,0.543,0.50,0.60,11.1769,10.0000,20.0000,0.35137,0.30,0.40,FuuA,7.73139,180.34510,0.77314,He3,pi-
95,22.0,0.435,0.25,0.50,0.63953,0.543,0.50,0.60,11.3993,10.0000,20.0000,0.49895,0.40,0.60,FuuA,4.97958,119.38019,0.49796,He3,pi-
96,22.0,0.419,0.25,0.50,0.67454,0.545,0.50,0.60,11.5785,10.0000,20.0000,0.68410,0.60,0.80,FuuA,2.38374,141.88490,0.23837,He3,pi-
97,22.0,0.406,0.25,0.50,0.70513,0.548,0.50,0.60,11.7119,10.0000,20.0000,0.94286,0.80,1.60,FuuA,0.70531,155.59218,0.07053,He3,pi-
98,22.0,0.454,0.25,0.50,0.58238,0.643,0.60,0.70,10.8926,10.0000,20.0000,0.13634,0.10,0.20,FuuA,4.65054,316.97160,0.46505,He3,pi-
99,22.0,0.450,0.25,0.50,0.59197,0.643,0.60,0.70,10.9702,10.0000,20.0000,0.25473,0.20,0.30,FuuA,4.07362,320.08680,0.40736,He3,pi-
100,22.0,0.447,0.25,0.50,0.60123,0.643,0.60,0.70,11.0620,10.0000,20.0000,0.33803,0.30,0.40,FuuA,3.51405,315.80340,0.35140,He3,pi-
101,22.0,0.441,0.25,0.50,0.62083,0.643,0.60,0.70,11.2501,10.0000,20.0000,0.47663,0.40,0.60,FuuA,2.52734,184.09754,0.25273,He3,pi-
102,22.0,0.429,0.25,0.50,0.65350,0.644,0.60,0.70,11.4766,10.0000,20.0000,0.67561,0.60,0.80,FuuA,1.33990,184.55912,0.13399,He3,pi-
103,22.0,0.410,0.25,0.50,0.69443,0.646,0.60,0.70,11.6543,10.0000,20.0000,0.97657,0.80,1.60,FuuA,0.41243,187.59924,0.04124,He3,pi-
