i,Ebeam,x,xl,xr,y,z,zl,zr,Q2,Q2l,Q2r,pT,pTl,pTr,obs,value,stat,syst,target,hadron
31,11,0.278,0.25,0.50,0.39578,0.550,0.50,0.60,2.2637,2.0000,2.5000,0.33851,0.30,0.40,FuuA,335.10453,326.87606,50.26568,He3,K-
32,11,0.269,0.25,0.50,0.41186,0.554,0.50,0.60,2.2859,2.0000,2.5000,0.49054,0.40,0.60,FuuA,215.22345,370.32526,32.28352,He3,K-
33,11,0.263,0.25,0.50,0.42809,0.525,0.50,0.60,2.3224,2.0000,2.5000,0.64597,0.60,0.80,FuuA,114.51533,967.07410,17.17730,He3,K-
34,11,0.290,0.25,0.50,0.46331,0.326,0.30,0.40,2.7448,2.5000,3.0000,0.06548,0.00,0.10,FuuA,473.63683,214.07830,71.04552,He3,K-
35,11,0.297,0.25,0.50,0.45420,0.327,0.30,0.40,2.7496,2.5000,3.0000,0.14856,0.10,0.20,FuuA,423.31999,162.33976,63.49800,He3,K-
36,11,0.298,0.25,0.50,0.45367,0.328,0.30,0.40,2.7495,2.5000,3.0000,0.24931,0.20,0.30,FuuA,339.36534,180.41750,50.90480,He3,K-
37,11,0.297,0.25,0.50,0.45413,0.328,0.30,0.40,2.7484,2.5000,3.0000,0.35064,0.30,0.40,FuuA,244.44463,213.98506,36.66669,He3,K-
38,11,0.293,0.25,0.50,0.45832,0.327,0.30,0.40,2.7452,2.5000,3.0000,0.49114,0.40,0.60,FuuA,130.21495,184.36440,19.53224,He3,K-
39,11,0.279,0.25,0.50,0.48315,0.335,0.30,0.40,2.7695,2.5000,3.0000,0.66380,0.60,0.80,FuuA,45.92715,348.14316,6.88907,He3,K-
40,11,0.285,0.25,0.50,0.47039,0.449,0.40,0.50,2.7496,2.5000,3.0000,0.07120,0.00,0.10,FuuA,428.04456,421.66127,64.20668,He3,K-
41,11,0.291,0.25,0.50,0.46379,0.449,0.40,0.50,2.7518,2.5000,3.0000,0.15821,0.10,0.20,FuuA,388.20660,302.71371,58.23099,He3,K-
42,11,0.296,0.25,0.50,0.45665,0.452,0.40,0.50,2.7525,2.5000,3.0000,0.25005,0.20,0.30,FuuA,326.33681,325.50722,48.95052,He3,K-
43,11,0.295,0.25,0.50,0.45826,0.450,0.40,0.50,2.7517,2.5000,3.0000,0.34360,0.30,0.40,FuuA,259.68377,369.52971,38.95257,He3,K-
44,11,0.289,0.25,0.50,0.46582,0.451,0.40,0.50,2.7527,2.5000,3.0000,0.48449,0.40,0.60,FuuA,160.75763,322.25338,24.11364,He3,K-
45,11,0.275,0.25,0.50,0.48832,0.453,0.40,0.50,2.7641,2.5000,3.0000,0.71605,0.60,0.80,FuuA,52.39203,487.10707,7.85880,He3,K-
46,11,0.285,0.25,0.50,0.47111,0.556,0.50,0.60,2.7492,2.5000,3.0000,0.07045,0.00,0.10,FuuA,285.99414,450.62279,42.89912,He3,K-
47,11,0.288,0.25,0.50,0.46721,0.551,0.50,0.60,2.7510,2.5000,3.0000,0.15721,0.10,0.20,FuuA,270.19798,296.98598,40.52970,He3,K-
48,11,0.292,0.25,0.50,0.46207,0.551,0.50,0.60,2.7532,2.5000,3.0000,0.24830,0.20,0.30,FuuA,237.44550,305.12409,35.61682,He3,K-
49,11,0.290,0.25,0.50,0.46414,0.551,0.50,0.60,2.7538,2.5000,3.0000,0.34865,0.30,0.40,FuuA,193.95208,310.66963,29.09281,He3,K-
50,11,0.283,0.25,0.50,0.47566,0.557,0.50,0.60,2.7577,2.5000,3.0000,0.48784,0.40,0.60,FuuA,130.97723,332.93314,19.64659,He3,K-
51,11,0.272,0.25,0.50,0.49534,0.545,0.50,0.60,2.7730,2.5000,3.0000,0.68312,0.60,0.80,FuuA,62.48735,441.39784,9.37310,He3,K-
